ID,UF,Município
1056,CE,Senador Pompeu
1057,CE,Senador sá
1058,CE,Sobral
1059,CE,Solonópole
1060,CE,Tabuleiro do Norte
1061,CE,Tamboril
1062,CE,Tarrafas
1063,CE,Tauá
1064,CE,Tejuçuoca
1065,CE,Tianguá
1066,CE,Trairi
1067,CE,Tururu
1068,CE,Ubajara
1069,CE,Umari
1070,CE,Umirim
1071,CE,Uruburetama
1072,CE,Uruoca
1073,CE,Varjota
1074,CE,Várzea Alegre
1075,CE,Viçosa do Ceará
1076,RN,Acari
1077,RN,Açu
1078,RN,Afonso Bezerra
1079,RN,Água Nova
1080,RN,Alexandria
1081,RN,Almino Afonso
1082,RN,Alto do Rodrigues
1083,RN,Angicos
1084,RN,Antônio Martins
1085,RN,Apodi
1086,RN,Areia Branca
1087,RN,Arês
1088,RN,Augusto Severo
1089,RN,Baía Formosa
1090,RN,Baraúna
1091,RN,Barcelona
1092,RN,Bento Fernandes
1093,RN,Bodó
1094,RN,Bom Jesus
1095,RN,Brejinho
1096,RN,Caiçara do Norte
1097,RN,Caiçara do Rio do Vento
1098,RN,Caicó
1099,RN,Campo Redondo
1100,RN,Canguaretama
1101,RN,Caraúbas
1102,RN,Carnaúba Dos Dantas
1103,RN,Carnaubais
1104,RN,Ceará-mirim
1105,RN,Cerro Corá
1106,RN,Coronel Ezequiel
1107,RN,Coronel João Pessoa
1108,RN,Cruzeta
1109,RN,Currais Novos
1110,RN,Doutor Severiano
1111,RN,Parnamirim
1112,RN,Encanto
1113,RN,Equador
1114,RN,Espírito Santo
1115,RN,Extremoz
1116,RN,Felipe Guerra
1117,RN,Fernando Pedroza
1118,RN,Florânia
1119,RN,Francisco Dantas
1120,RN,Frutuoso Gomes
1121,RN,Galinhos
1122,RN,Goianinha
1123,RN,Governador Dix-sept Rosado
1124,RN,Grossos
1125,RN,Guamaré
1126,RN,Ielmo Marinho
1127,RN,Ipanguaçu
1128,RN,Ipueira
1129,RN,Itajá
1130,RN,Itaú
1131,RN,Jaçanã
1132,RN,Jandaíra
1133,RN,Janduís
1134,RN,Januário Cicco
1135,RN,Japi
1136,RN,Jardim de Angicos
1137,RN,Jardim de Piranhas
1138,RN,Jardim do Seridó
1139,RN,João Câmara
1140,RN,João Dias
1141,RN,José da Penha
1142,RN,Jucurutu
1143,RN,Jundiá
1144,RN,Lagoa D´anta
1145,RN,Lagoa de Pedras
1146,RN,Lagoa de Velhos
1147,RN,Lagoa Nova
1148,RN,Lagoa Salgada
1149,RN,Lajes
1150,RN,Lajes Pintadas
1151,RN,Lucrécia
1152,RN,Luís Gomes
1153,RN,Macaíba
1154,RN,Macau
1155,RN,Major Sales
1156,RN,Marcelino Vieira
1157,RN,Martins
1158,RN,Maxaranguape
1159,RN,Messias Targino
1160,RN,Montanhas
1161,RN,Monte Alegre
1162,RN,Monte Das Gameleiras
1163,RN,Mossoró
1164,RN,Natal
1165,RN,Nísia Floresta
1166,RN,Nova Cruz
1167,RN,Olho-d´água do Borges
1168,RN,Ouro Branco
1169,RN,Paraná
1170,RN,Paraú
1171,RN,Parazinho
1172,RN,Parelhas
1173,RN,Rio do Fogo
1174,RN,Passa e Fica
1175,RN,Passagem
1176,RN,Patu
1177,RN,Santa Maria
1178,RN,Pau Dos Ferros
1179,RN,Pedra Grande
1180,RN,Pedra Preta
1181,RN,Pedro Avelino
1182,RN,Pedro Velho
1183,RN,Pendências
1184,RN,Pilões
1185,RN,Poço Branco
1186,RN,Portalegre
1187,RN,Porto do Mangue
1188,RN,Presidente Juscelino
1189,RN,Pureza
1190,RN,Rafael Fernandes
1191,RN,Rafael Godeiro
1192,RN,Riacho da Cruz
1193,RN,Riacho de Santana
1194,RN,Riachuelo
1195,RN,Rodolfo Fernandes
1196,RN,Tibau
1197,RN,Ruy Barbosa
1198,RN,Santa Cruz
1199,RN,Santana do Matos
1200,RN,Santana do Seridó
1201,RN,Santo Antônio
1202,RN,São Bento do Norte
1203,RN,São Bento do Trairí
1204,RN,São Fernando
1205,RN,São Francisco do Oeste
1206,RN,São Gonçalo do Amarante
1207,RN,São João do Sabugi
1208,RN,São José de Mipibu
1209,RN,São José do Campestre
1210,RN,São José do Seridó
1211,RN,São Miguel
1212,RN,São Miguel do Gostoso
1213,RN,São Paulo do Potengi
1214,RN,São Pedro
1215,RN,São Rafael
1216,RN,São Tomé
1217,RN,São Vicente
1218,RN,Senador Elói de Souza
1219,RN,Senador Georgino Avelino
1220,RN,Serra de São Bento
1221,RN,Serra do Mel
1222,RN,Serra Negra do Norte
1223,RN,Serrinha
1224,RN,Serrinha Dos Pintos
1225,RN,Severiano Melo
1226,RN,Sítio Novo
1227,RN,Taboleiro Grande
1228,RN,Taipu
1229,RN,Tangará
1230,RN,Tenente Ananias
1231,RN,Tenente Laurentino Cruz
1232,RN,Tibau do Sul
1233,RN,Timbaúba Dos Batistas
1234,RN,Touros
1235,RN,Triunfo Potiguar
1236,RN,Umarizal
1237,RN,Upanema
1238,RN,Várzea
1239,RN,Venha-ver
1240,RN,Vera Cruz
1241,RN,Viçosa
1242,RN,Vila Flor
1243,PB,Água Branca
1244,PB,Aguiar
1245,PB,Alagoa Grande
1246,PB,Alagoa Nova
1247,PB,Alagoinha
1248,PB,Alcantil
1249,PB,Algodão de Jandaíra
1250,PB,Alhandra
1251,PB,São João do Rio do Peixe
1252,PB,Amparo
1253,PB,Aparecida
1254,PB,Araçagi
1255,PB,Arara
1256,PB,Araruna
1257,PB,Areia
1258,PB,Areia de Baraúnas
1259,PB,Areial
1260,PB,Aroeiras
1261,PB,Assunção
1262,PB,Baía da Traição
1263,PB,Bananeiras
1264,PB,Baraúna
1265,PB,Barra de Santana
1266,PB,Barra de Santa Rosa
1267,PB,Barra de São Miguel
1268,PB,Bayeux
1269,PB,Belém
1270,PB,Belém do Brejo do Cruz
1271,PB,Bernardino Batista
1272,PB,Boa Ventura
1273,PB,Boa Vista
1274,PB,Bom Jesus
1275,PB,Bom Sucesso
1276,PB,Bonito de Santa fé
1277,PB,Boqueirão
1278,PB,Igaracy
1279,PB,Borborema
1280,PB,Brejo do Cruz
1281,PB,Brejo Dos Santos
1282,PB,Caaporã
1283,PB,Cabaceiras
1284,PB,Cabedelo
1285,PB,Cachoeira Dos Índios
1286,PB,Cacimba de Areia
1287,PB,Cacimba de Dentro
1288,PB,Cacimbas
1289,PB,Caiçara
1290,PB,Cajazeiras
1291,PB,Cajazeirinhas
1292,PB,Caldas Brandão
1293,PB,Camalaú
1294,PB,Campina Grande
1295,PB,Capim
1296,PB,Caraúbas
1297,PB,Carrapateira
1298,PB,Casserengue
1299,PB,Catingueira
1300,PB,Catolé do Rocha
1301,PB,Caturité
1302,PB,Conceição
1303,PB,Condado
1304,PB,Conde
1305,PB,Congo
1306,PB,Coremas
1307,PB,Coxixola
1308,PB,Cruz do Espírito Santo
1309,PB,Cubati
1310,PB,Cuité
1311,PB,Cuitegi
1312,PB,Cuité de Mamanguape
1313,PB,Curral de Cima
1314,PB,Curral Velho
1315,PB,Damião
1316,PB,Desterro
1317,PB,Vista Serrana
1318,PB,Diamante
1319,PB,Dona Inês
1320,PB,Duas Estradas
1321,PB,Emas
1322,PB,Esperança
1323,PB,Fagundes
1324,PB,Frei Martinho
1325,PB,Gado Bravo
1326,PB,Guarabira
1327,PB,Gurinhém
1328,PB,Gurjão
1329,PB,Ibiara
1330,PB,Imaculada
1331,PB,Ingá
1332,PB,Itabaiana
1333,PB,Itaporanga
1334,PB,Itapororoca
1335,PB,Itatuba
1336,PB,Jacaraú
1337,PB,Jericó
1338,PB,João Pessoa
1339,PB,Juarez Távora
1340,PB,Juazeirinho
1341,PB,Junco do Seridó
1342,PB,Juripiranga
1343,PB,Juru
1344,PB,Lagoa
1345,PB,Lagoa de Dentro
1346,PB,Lagoa Seca
1347,PB,Lastro
1348,PB,Livramento
1349,PB,Logradouro
1350,PB,Lucena
1351,PB,Mãe D´água
1352,PB,Malta
1353,PB,Mamanguape
1354,PB,Manaíra
1355,PB,Marcação
1356,PB,Mari
1357,PB,Marizópolis
1358,PB,Massaranduba
1359,PB,Mataraca
1360,PB,Matinhas
1361,PB,Mato Grosso
1362,PB,Maturéia
1363,PB,Mogeiro
1364,PB,Montadas
1365,PB,Monte Horebe
1366,PB,Monteiro
1367,PB,Mulungu
1368,PB,Natuba
1369,PB,Nazarezinho
1370,PB,Nova Floresta
1371,PB,Nova Olinda
1372,PB,Nova Palmeira
1373,PB,Olho D´água
1374,PB,Olivedos
1375,PB,Ouro Velho
1376,PB,Parari
1377,PB,Passagem
1378,PB,Patos
1379,PB,Paulista
1380,PB,Pedra Branca
1381,PB,Pedra Lavrada
1382,PB,Pedras de Fogo
1383,PB,Piancó
1384,PB,Picuí
1385,PB,Pilar
1386,PB,Pilões
1387,PB,Pilõezinhos
1388,PB,Pirpirituba
1389,PB,Pitimbu
1390,PB,Pocinhos
1391,PB,Poço Dantas
1392,PB,Poço de José de Moura
1393,PB,Pombal
1394,PB,Prata
1395,PB,Princesa Isabel
1396,PB,Puxinanã
1397,PB,Queimadas
1398,PB,Quixabá
1399,PB,Remígio
1400,PB,Pedro Régis
1401,PB,Riachão
1402,PB,Riachão do Bacamarte
1403,PB,Riachão do Poço
1404,PB,Riacho de Santo Antônio
1405,PB,Riacho Dos Cavalos
1406,PB,Rio Tinto
1407,PB,Salgadinho
1408,PB,Salgado de São Félix
1409,PB,Santa Cecília
1410,PB,Santa Cruz
1411,PB,Santa Helena
1412,PB,Santa Inês
1413,PB,Santa Luzia
1414,PB,Santana de Mangueira
1415,PB,Santana Dos Garrotes
1416,PB,Santarém
1417,PB,Santa Rita
1418,PB,Santa Teresinha
1419,PB,Santo André
1420,PB,São Bento
1421,PB,São Bentinho
1422,PB,São Domingos do Cariri
1423,PB,São Domingos de Pombal
1424,PB,São Francisco
1425,PB,São João do Cariri
1426,PB,São João do Tigre
1427,PB,São José da Lagoa Tapada
1428,PB,São José de Caiana
1429,PB,São José de Espinharas
1430,PB,São José Dos Ramos
1431,PB,São José de Piranhas
1432,PB,São José de Princesa
1433,PB,São José do Bonfim
1434,PB,São José do Brejo do Cruz
1435,PB,São José do Sabugi
1436,PB,São José Dos Cordeiros
1437,PB,São Mamede
1438,PB,São Miguel de Taipu
1439,PB,São Sebastião de Lagoa de Roça
1440,PB,São Sebastião do Umbuzeiro
1441,PB,Sapé
1442,PB,Seridó
1443,PB,Serra Branca
1444,PB,Serra da Raiz
1445,PB,Serra Grande
1446,PB,Serra Redonda
1447,PB,Serraria
1448,PB,Sertãozinho
1449,PB,Sobrado
1450,PB,Solânea
1451,PB,Soledade
1452,PB,Sossêgo
1453,PB,Sousa
1454,PB,Sumé
1455,PB,Campo de Santana
1456,PB,Taperoá
1457,PB,Tavares
1458,PB,Teixeira
1459,PB,Tenório
1460,PB,Triunfo
1461,PB,Uiraúna
1462,PB,Umbuzeiro
1463,PB,Várzea
1464,PB,Vieirópolis
1465,PB,Zabelê
1466,PE,Abreu e Lima
1467,PE,Afogados da Ingazeira
1468,PE,Afrânio
1469,PE,Agrestina
1470,PE,Água Preta
1471,PE,Águas Belas
1472,PE,Alagoinha
1473,PE,Aliança
1474,PE,Altinho
1475,PE,Amaraji
1476,PE,Angelim
1477,PE,Araçoiaba
1478,PE,Araripina
1479,PE,Arcoverde
1480,PE,Barra de Guabiraba
1481,PE,Barreiros
1482,PE,Belém de Maria
1483,PE,Belém de São Francisco
1484,PE,Belo Jardim
1485,PE,Betânia
1486,PE,Bezerros
1487,PE,Bodocó
1488,PE,Bom Conselho
1489,PE,Bom Jardim
1490,PE,Bonito
1491,PE,Brejão
1492,PE,Brejinho
1493,PE,Brejo da Madre de Deus
1494,PE,Buenos Aires
1495,PE,Buíque
1496,PE,Cabo de Santo Agostinho
1497,PE,Cabrobó
1498,PE,Cachoeirinha
1499,PE,Caetés
1500,PE,Calçado
1501,PE,Calumbi
1502,PE,Camaragibe
1503,PE,Camocim de São Félix
1504,PE,Camutanga
1505,PE,Canhotinho
1506,PE,Capoeiras
1507,PE,Carnaíba
1508,PE,Carnaubeira da Penha
1509,PE,Carpina
1510,PE,Caruaru
1511,PE,Casinhas
1512,PE,Catende
1513,PE,Cedro
1514,PE,Chã de Alegria
1515,PE,Chã Grande
1516,PE,Condado
1517,PE,Correntes
1518,PE,Cortês
1519,PE,Cumaru
1520,PE,Cupira
1521,PE,Custódia
1522,PE,Dormentes
1523,PE,Escada
1524,PE,Exu
1525,PE,Feira Nova
1526,PE,Fernando de Noronha
1527,PE,Ferreiros
1528,PE,Flores
1529,PE,Floresta
1530,PE,Frei Miguelinho
1531,PE,Gameleira
1532,PE,Garanhuns
1533,PE,Glória do Goitá
1534,PE,Goiana
1535,PE,Granito
1536,PE,Gravatá
1537,PE,Iati
1538,PE,Ibimirim
1539,PE,Ibirajuba
1540,PE,Igarassu
1541,PE,Iguaraci
1542,PE,Inajá
1543,PE,Ingazeira
1544,PE,Ipojuca
1545,PE,Ipubi
1546,PE,Itacuruba
1547,PE,Itaíba
1548,PE,Ilha de Itamaracá
1549,PE,Itambé
1550,PE,Itapetim
1551,PE,Itapissuma
1552,PE,Itaquitinga
1553,PE,Jaboatão Dos Guararapes
1554,PE,Jaqueira
1555,PE,Jataúba
1556,PE,Jatobá
1557,PE,João Alfredo
1558,PE,Joaquim Nabuco
1559,PE,Jucati
1560,PE,Jupi
1561,PE,Jurema
1562,PE,Lagoa do Carro
1563,PE,Lagoa do Itaenga
1564,PE,Lagoa do Ouro
1565,PE,Lagoa Dos Gatos
1566,PE,Lagoa Grande
1567,PE,Lajedo
1568,PE,Limoeiro
1569,PE,Macaparana
1570,PE,Machados
1571,PE,Manari
1572,PE,Maraial
1573,PE,Mirandiba
1574,PE,Moreno
1575,PE,Nazaré da Mata
1576,PE,Olinda
1577,PE,Orobó
1578,PE,Orocó
1579,PE,Ouricuri
1580,PE,Palmares
1581,PE,Palmeirina
1582,PE,Panelas
1583,PE,Paranatama
1584,PE,Parnamirim
1585,PE,Passira
1586,PE,Paudalho
1587,PE,Paulista
1588,PE,Pedra
1589,PE,Pesqueira
1590,PE,Petrolândia
1591,PE,Petrolina
1592,PE,Poção
1593,PE,Pombos
1594,PE,Primavera
1595,PE,Quipapá
1596,PE,Quixaba
1597,PE,Recife
1598,PE,Riacho Das Almas
1599,PE,Ribeirão
1600,PE,Rio Formoso
1601,PE,Sairé
1602,PE,Salgadinho
1603,PE,Salgueiro
1604,PE,Saloá
1605,PE,Sanharó
1606,PE,Santa Cruz
1607,PE,Santa Cruz da Baixa Verde
1608,PE,Santa Cruz do Capibaribe
1609,PE,Santa Filomena
1610,PE,Santa Maria da Boa Vista
1611,PE,Santa Maria do Cambucá
1612,PE,Santa Terezinha
1613,PE,São Benedito do Sul
1614,PE,São Bento do Una
1615,PE,São Caitano
1616,PE,São João
1617,PE,São Joaquim do Monte
1618,PE,São José da Coroa Grande
1619,PE,São José do Belmonte
1620,PE,São José do Egito
1621,PE,São Lourenço da Mata
1622,PE,São Vicente Ferrer
1623,PE,Serra Talhada
1624,PE,Serrita
1625,PE,Sertânia
1626,PE,Sirinhaém
1627,PE,Moreilândia
1628,PE,Solidão
1629,PE,Surubim
1630,PE,Tabira
1631,PE,Tacaimbó
1632,PE,Tacaratu
1633,PE,Tamandaré
1634,PE,Taquaritinga do Norte
1635,PE,Terezinha
1636,PE,Terra Nova
1637,PE,Timbaúba
1638,PE,Toritama
1639,PE,Tracunhaém
1640,PE,Trindade
1641,PE,Triunfo
1642,PE,Tupanatinga
1643,PE,Tuparetama
1644,PE,Venturosa
1645,PE,Verdejante
1646,PE,Vertente do Lério
1647,PE,Vertentes
1648,PE,Vicência
1649,PE,Vitória de Santo Antão
1650,PE,Xexéu
1651,AL,Água Branca
1652,AL,Anadia
1653,AL,Arapiraca
1654,AL,Atalaia
1655,AL,Barra de Santo Antônio
1656,AL,Barra de São Miguel
1657,AL,Batalha
1658,AL,Belém
1659,AL,Belo Monte
1660,AL,Boca da Mata
1661,AL,Branquinha
1662,AL,Cacimbinhas
1663,AL,Cajueiro
1664,AL,Campestre
1665,AL,Campo Alegre
1666,AL,Campo Grande
1667,AL,Canapi
1668,AL,Capela
1669,AL,Carneiros
1670,AL,Chã Preta
1671,AL,Coité do Nóia
1672,AL,Colônia Leopoldina
1673,AL,Coqueiro Seco
1674,AL,Coruripe
1675,AL,Craíbas
1676,AL,Delmiro Gouveia
1677,AL,Dois Riachos
1678,AL,Estrela de Alagoas
1679,AL,Feira Grande
1680,AL,Feliz Deserto
1681,AL,Flexeiras
1682,AL,Girau do Ponciano
1683,AL,Ibateguara
1684,AL,Igaci
1685,AL,Igreja Nova
1686,AL,Inhapi
1687,AL,Jacaré Dos Homens
1688,AL,Jacuípe
1689,AL,Japaratinga
1690,AL,Jaramataia
1691,AL,Jequiá da Praia
1692,AL,Joaquim Gomes
1693,AL,Jundiá
1694,AL,Junqueiro
1695,AL,Lagoa da Canoa
1696,AL,Limoeiro de Anadia
1697,AL,Maceió
1698,AL,Major Isidoro
1699,AL,Maragogi
1700,AL,Maravilha
1701,AL,Marechal Deodoro
1702,AL,Maribondo
1703,AL,Mar Vermelho
1704,AL,Mata Grande
1705,AL,Matriz de Camaragibe
1706,AL,Messias
1707,AL,Minador do Negrão
1708,AL,Monteirópolis
1709,AL,Murici
1710,AL,Novo Lino
1711,AL,Olho D´água Das Flores
1712,AL,Olho D´água do Casado
1713,AL,Olho D´água Grande
1714,AL,Olivença
1715,AL,Ouro Branco
1716,AL,Palestina
1717,AL,Palmeira Dos Índios
1718,AL,Pão de Açúcar
1719,AL,Pariconha
1720,AL,Paripueira
1721,AL,Passo de Camaragibe
1722,AL,Paulo Jacinto
1723,AL,Penedo
1724,AL,Piaçabuçu
1725,AL,Pilar
1726,AL,Pindoba
1727,AL,Piranhas
1728,AL,Poço Das Trincheiras
1729,AL,Porto Calvo
1730,AL,Porto de Pedras
1731,AL,Porto Real do Colégio
1732,AL,Quebrangulo
1733,AL,Rio Largo
1734,AL,Roteiro
1735,AL,Santa Luzia do Norte
1736,AL,Santana do Ipanema
1737,AL,Santana do Mundaú
1738,AL,São Brás
1739,AL,São José da Laje
1740,AL,São José da Tapera
1741,AL,São Luís do Quitunde
1742,AL,São Miguel Dos Campos
1743,AL,São Miguel Dos Milagres
1744,AL,São Sebastião
1745,AL,Satuba
1746,AL,Senador Rui Palmeira
1747,AL,Tanque D´arca
1748,AL,Taquarana
1749,AL,Teotônio Vilela
1750,AL,Traipu
1751,AL,União Dos Palmares
1752,AL,Viçosa
1753,SE,Amparo de São Francisco
1754,SE,Aquidabã
1755,SE,Aracaju
1756,SE,Arauá
1757,SE,Areia Branca
1758,SE,Barra Dos Coqueiros
1759,SE,Boquim
1760,SE,Brejo Grande
1761,SE,Campo do Brito
1762,SE,Canhoba
1763,SE,Canindé de São Francisco
1764,SE,Capela
1765,SE,Carira
1766,SE,Carmópolis
1767,SE,Cedro de São João
1768,SE,Cristinápolis
1769,SE,Cumbe
1770,SE,Divina Pastora
1771,SE,Estância
1772,SE,Feira Nova
1773,SE,Frei Paulo
1774,SE,Gararu
1775,SE,General Maynard
1776,SE,Gracho Cardoso
1777,SE,Ilha Das Flores
1778,SE,Indiaroba
1779,SE,Itabaiana
1780,SE,Itabaianinha
1781,SE,Itabi
1782,SE,Itaporanga D´ajuda
1783,SE,Japaratuba
1784,SE,Japoatã
1785,SE,Lagarto
1786,SE,Laranjeiras
1787,SE,Macambira
1788,SE,Malhada Dos Bois
1789,SE,Malhador
1790,SE,Maruim
1791,SE,Moita Bonita
1792,SE,Monte Alegre de Sergipe
1793,SE,Muribeca
1794,SE,Neópolis
1795,SE,Nossa Senhora Aparecida
1796,SE,Nossa Senhora da Glória
1797,SE,Nossa Senhora Das Dores
1798,SE,Nossa Senhora de Lourdes
1799,SE,Nossa Senhora do Socorro
1800,SE,Pacatuba
1801,SE,Pedra Mole
1802,SE,Pedrinhas
1803,SE,Pinhão
1804,SE,Pirambu
1805,SE,Poço Redondo
1806,SE,Poço Verde
1807,SE,Porto da Folha
1808,SE,Propriá
1809,SE,Riachão do Dantas
1810,SE,Riachuelo
1811,SE,Ribeirópolis
1812,SE,Rosário do Catete
1813,SE,Salgado
1814,SE,Santa Luzia do Itanhy
1815,SE,Santana do São Francisco
1816,SE,Santa Rosa de Lima
1817,SE,Santo Amaro Das Brotas
1818,SE,São Cristóvão
1819,SE,São Domingos
1820,SE,São Francisco
1821,SE,São Miguel do Aleixo
1822,SE,Simão Dias
1823,SE,Siriri
1824,SE,Telha
1825,SE,Tobias Barreto
1826,SE,Tomar do Geru
1827,SE,Umbaúba
1828,BA,Abaíra
1829,BA,Abaré
1830,BA,Acajutiba
1831,BA,Adustina
1832,BA,Água Fria
1833,BA,Érico Cardoso
1834,BA,Aiquara
1835,BA,Alagoinhas
1836,BA,Alcobaça
1837,BA,Almadina
1838,BA,Amargosa
1839,BA,Amélia Rodrigues
1840,BA,América Dourada
1841,BA,Anagé
1842,BA,Andaraí
1843,BA,Andorinha
1844,BA,Angical
1845,BA,Anguera
1846,BA,Antas
1847,BA,Antônio Cardoso
1848,BA,Antônio Gonçalves
1849,BA,Aporá
1850,BA,Apuarema
1851,BA,Aracatu
1852,BA,Araças
1853,BA,Araci
1854,BA,Aramari
1855,BA,Arataca
1856,BA,Aratuípe
1857,BA,Aurelino Leal
1858,BA,Baianópolis
1859,BA,Baixa Grande
1860,BA,Banzaê
1861,BA,Barra
1862,BA,Barra da Estiva
1863,BA,Barra do Choça
1864,BA,Barra do Mendes
1865,BA,Barra do Rocha
1866,BA,Barreiras
1867,BA,Barro Alto
1868,BA,Barrocas
1869,BA,Governador Lomanto Júnior
1870,BA,Belmonte
1871,BA,Belo Campo
1872,BA,Biritinga
1873,BA,Boa Nova
1874,BA,Boa Vista do Tupim
1875,BA,Bom Jesus da Lapa
1876,BA,Bom Jesus da Serra
1877,BA,Boninal
1878,BA,Bonito
1879,BA,Boquira
1880,BA,Botuporã
1881,BA,Brejões
1882,BA,Brejolândia
1883,BA,Brotas de Macaúbas
1884,BA,Brumado
1885,BA,Buerarema
1886,BA,Buritirama
1887,BA,Caatiba
1888,BA,Cabaceiras do Paraguaçu
1889,BA,Cachoeira
1890,BA,Caculé
1891,BA,Caém
1892,BA,Caetanos
1893,BA,Caetité
1894,BA,Cafarnaum
1895,BA,Cairu
1896,BA,Caldeirão Grande
1897,BA,Camacan
1898,BA,Camaçari
1899,BA,Camamu
1900,BA,Campo Alegre de Lourdes
1901,BA,Campo Formoso
1902,BA,Canápolis
1903,BA,Canarana
1904,BA,Canavieiras
1905,BA,Candeal
1906,BA,Candeias
1907,BA,Candiba
1908,BA,Cândido Sales
1909,BA,Cansanção
1910,BA,Canudos
1911,BA,Capela do Alto Alegre
1912,BA,Capim Grosso
1913,BA,Caraíbas
1914,BA,Caravelas
1915,BA,Cardeal da Silva
1916,BA,Carinhanha
1917,BA,Casa Nova
1918,BA,Castro Alves
1919,BA,Catolândia
1920,BA,Catu
1921,BA,Caturama
1922,BA,Central
1923,BA,Chorrochó
1924,BA,Cícero Dantas
1925,BA,Cipó
1926,BA,Coaraci
1927,BA,Cocos
1928,BA,Conceição da Feira
1929,BA,Conceição do Almeida
1930,BA,Conceição do Coité
1931,BA,Conceição do Jacuípe
1932,BA,Conde
1933,BA,Condeúba
1934,BA,Contendas do Sincorá
1935,BA,Coração de Maria
1936,BA,Cordeiros
1937,BA,Coribe
1938,BA,Coronel João sá
1939,BA,Correntina
1940,BA,Cotegipe
1941,BA,Cravolândia
1942,BA,Crisópolis
1943,BA,Cristópolis
1944,BA,Cruz Das Almas
1945,BA,Curaçá
1946,BA,Dário Meira
1947,BA,Dias D´ávila
1948,BA,Dom Basílio
1949,BA,Dom Macedo Costa
1950,BA,Elísio Medrado
1951,BA,Encruzilhada
1952,BA,Entre Rios
1953,BA,Esplanada
1954,BA,Euclides da Cunha
1955,BA,Eunápolis
1956,BA,Fátima
1957,BA,Feira da Mata
1958,BA,Feira de Santana
1959,BA,Filadélfia
1960,BA,Firmino Alves
1961,BA,Floresta Azul
1962,BA,Formosa do Rio Preto
1963,BA,Gandu
1964,BA,Gavião
1965,BA,Gentio do Ouro
1966,BA,Glória
1967,BA,Gongogi
1968,BA,Governador Mangabeira
1969,BA,Guajeru
1970,BA,Guanambi
1971,BA,Guaratinga
1972,BA,Heliópolis
1973,BA,Iaçu
1974,BA,Ibiassucê
1975,BA,Ibicaraí
1976,BA,Ibicoara
1977,BA,Ibicuí
1978,BA,Ibipeba
1979,BA,Ibipitanga
1980,BA,Ibiquera
1981,BA,Ibirapitanga
1982,BA,Ibirapuã
1983,BA,Ibirataia
1984,BA,Ibitiara
1985,BA,Ibititá
1986,BA,Ibotirama
1987,BA,Ichu
1988,BA,Igaporã
1989,BA,Igrapiúna
1990,BA,Iguaí
1991,BA,Ilhéus
1992,BA,Inhambupe
1993,BA,Ipecaetá
1994,BA,Ipiaú
1995,BA,Ipirá
1996,BA,Ipupiara
1997,BA,Irajuba
1998,BA,Iramaia
1999,BA,Iraquara
2000,BA,Irará
2001,BA,Irecê
2002,BA,Itabela
2003,BA,Itaberaba
2004,BA,Itabuna
2005,BA,Itacaré
2006,BA,Itaeté
2007,BA,Itagi
2008,BA,Itagibá
2009,BA,Itagimirim
2010,BA,Itaguaçu da Bahia
2011,BA,Itaju do Colônia
2012,BA,Itajuípe
2013,BA,Itamaraju
2014,BA,Itamari
2015,BA,Itambé
2016,BA,Itanagra
2017,BA,Itanhém
2018,BA,Itaparica
2019,BA,Itapé
2020,BA,Itapebi
2021,BA,Itapetinga
2022,BA,Itapicuru
2023,BA,Itapitanga
2024,BA,Itaquara
2025,BA,Itarantim
2026,BA,Itatim
2027,BA,Itiruçu
2028,BA,Itiúba
2029,BA,Itororó
2030,BA,Ituaçu
2031,BA,Ituberá
2032,BA,Iuiú
2033,BA,Jaborandi
2034,BA,Jacaraci
2035,BA,Jacobina
2036,BA,Jaguaquara
2037,BA,Jaguarari
